Entrez_ID	Gene_Symbol	Description
23173		methionyl aminopeptidase 1
23174		zinc finger CCHC-type containing 14
23175		lipin 1
23176		septin 8
23177		centrosomal protein 68
23178		PAS domain containing serine/threonine kinase
23179		ral guanine nucleotide dissociation stimulator like 1
2318		filamin C
23180		raftlin, lipid raft linker 1
23181		disco interacting protein 2 homolog A
23184		mesoderm development LRP chaperone
23185		La ribonucleoprotein 4B
23186		REST corepressor 1
23187		pleckstrin homology like domain family B member 1
23189		KN motif and ankyrin repeat domains 1
2319		flotillin 2
23190		UBX domain protein 4
23191		cytoplasmic FMR1 interacting protein 1
23192		autophagy related 4B cysteine peptidase
23193		glucosidase II alpha subunit
23194		F-box and leucine rich repeat protein 7
23195		midasin AAA ATPase 1
23196		family with sequence similarity 120 member A
23197		Fas associated factor family member 2
23198		proteasome activator subunit 4
23199	Failed_23199	
23200		ATPase phospholipid transporting 11B (putative)
23201		family with sequence similarity 168 member A
23203		peptidase, mitochondrial processing subunit alpha
23204		ARL6 interacting reticulophagy regulator 1
23205		acyl-CoA synthetase bubblegum family member 1
23207		pleckstrin homology and RUN domain containing M2
23208		synaptotagmin 11
23209		modulator of VRAC current 1
2321		fms related receptor tyrosine kinase 1
23210		jumonji domain containing 6, arginine demethylase and lysine hydroxylase
23211		zinc finger CCCH-type containing 4
23212		ribosome biogenesis regulator 1 homolog
23213		sulfatase 1
23214		exportin 6
23215		proline rich coiled-coil 2C
23216		TBC1 domain family member 1
23218	Failed_23218	
23219		F-box protein 28
2322		fms related receptor tyrosine kinase 3
23220		deltex E3 ubiquitin ligase 4
23221	Failed_23221	
23223		ribosomal RNA processing 12 homolog
23224	Failed_23224	
23225		nucleoporin 210
23228		phospholipase C like 2
23229		Cdc42 guanine nucleotide exchange factor 9
2323		fms related receptor tyrosine kinase 3 ligand
23230		vacuolar protein sorting 13 homolog A
23231		SEL1L family member 3
23232		TBC1 domain family member 12
23233		exocyst complex component 6B
23234		DnaJ heat shock protein family (Hsp40) member C9
23235		salt inducible kinase 2
23236		phospholipase C beta 1
23237		activity regulated cytoskeleton associated protein
23239	Failed_23239	
2324		fms related receptor tyrosine kinase 4
23240		transmembrane 131 like
23241		phosphofurin acidic cluster sorting protein 2
23242		cordon-bleu WH2 repeat protein
23243		ankyrin repeat domain 28
23244	Failed_23244	
23246	Failed_23246	
23248		regulation of nuclear pre-mRNA domain containing 2
23250		ATPase phospholipid transporting 11A
23251		membrane integral NOTCH2 associated receptor 1
23252		OTU deubiquitinase 3
23253		ankyrin repeat domain 12
23254	Failed_23254	
23255		microtubule crosslinking factor 1
23256		sec1 family domain containing 1
23258		DENN domain containing 5A
23259		DDHD domain containing 2
2326		flavin containing dimethylaniline monoxygenase 1
23261		calmodulin binding transcription activator 1
23262		diphosphoinositol pentakisphosphate kinase 2
23263		MCF.2 cell line derived transforming sequence like
23264	Failed_23264	
23265		exocyst complex component 7
23266		adhesion G protein-coupled receptor L2
23268		dynamin binding protein
23269		MAX dimerization protein MGA
2327		flavin containing dimethylaniline monoxygenase 2
23270		TSPY like 4
23271		calmodulin regulated spectrin associated protein family member 2
23272		transcription activation suppressor
23274		C-type lectin domain containing 16A
23275		protein O-fucosyltransferase 2
23276		kelch like family member 18
23277		clustered mitochondria homolog
23279		nucleoporin 160
2328		flavin containing dimethylaniline monoxygenase 3
23281		microtubule associated scaffold protein 2
23283		cleavage stimulation factor subunit 2 tau variant
23284		adhesion G protein-coupled receptor L3
23285		KIAA1107
23286		WW and C2 domain containing 1
23287		ATP/GTP binding carboxypeptidase 1
23288		IQ motif containing E
2329		flavin containing dimethylaniline monoxygenase 4
23291		F-box and WD repeat domain containing 11
23293		SMG6 nonsense mediated mRNA decay factor
23294		ankyrin repeat and sterile alpha motif domain containing 1A
23295		mahogunin ring finger 1
23299		BICD cargo adaptor 2
2330		flavin containing dimethylaniline monoxygenase 5
23300		ATM interactor
23301		EH domain binding protein 1
23303		kinesin family member 13B
23304		ubiquitin protein ligase E3 component n-recognin 2
23305		acyl-CoA synthetase long chain family member 6
23306		nuclear envelope integral membrane protein 1
23307		FKBP prolyl isomerase family member 15
23308		inducible T cell costimulator ligand
23309		SIN3 transcription regulator family member B
2331		fibromodulin
23310	Failed_23310	
23312		Dmx like 2
23313		KIAA0930
23314		SATB homeobox 2
23315		solute carrier family 9 member A8
23316		cut like homeobox 2
23317		DnaJ heat shock protein family (Hsp40) member C13
23318		terminal uridylyl transferase 4
2332		fragile X messenger ribonucleoprotein 1
23321		tripartite motif containing 2
23322	Failed_23322	
23324		mannosidase alpha class 2B member 2
23325		WASH complex subunit 4
23326		ubiquitin specific peptidase 22
23327	Failed_23327	
23328		SAM and SH3 domain containing 1
23329		TBC1 domain family member 30
23331		tetratricopeptide repeat domain 28
23333		dpy-19 like C-mannosyltransferase 1
23334		SZT2 subunit of KICSTOR complex
23335		WD repeat domain 7
23336		synemin
23338		jade family PHD finger 2
23339		VPS39 subunit of HOPS complex
2334		ALF transcription elongation factor 2
23341		DnaJ heat shock protein family (Hsp40) member C16
23344		extended synaptotagmin 1
23345		spectrin repeat containing nuclear envelope protein 1
23347		structural maintenance of chromosomes flexible hinge domain containing 1
23348		dedicator of cytokinesis 9
2335		fibronectin 1
23350	Failed_23350	
23351		KH and NYN domain containing
23352		ubiquitin protein ligase E3 component n-recognin 4
23353		Sad1 and UNC84 domain containing 1
23354		HAUS augmin like complex subunit 5
23355		VPS8 subunit of CORVET complex
23357	Failed_23357	
23358		ubiquitin specific peptidase 24
23359		endosomal transmembrane epsin interactor 2
23360		formin binding protein 4
23361		zinc finger protein 629
23362		pleckstrin and Sec7 domain containing 3
23363		obscurin like cytoskeletal adaptor 1
23365		Rho guanine nucleotide exchange factor 12
23367		La ribonucleoprotein 1, translational regulator
23368		protein phosphatase 1 regulatory subunit 13B
23369		pumilio RNA binding family member 2
23370		Rho/Rac guanine nucleotide exchange factor 18
23371		tensin 2
23373		CREB regulated transcription coactivator 1
23376		UFM1 specific ligase 1
23378		ribosomal RNA processing 8
23379		interactor of little elongation complex ELL subunit 1
23380	Failed_23380	
23381		SMG5 nonsense mediated mRNA decay factor
23382		adenosylhomocysteinase like 2
23383		MAU2 sister chromatid cohesion factor
23384		sperm antigen with calponin homology and coiled-coil domains 1 like
23385		nicastrin
23386		NudC domain containing 3
23387		SIK family kinase 3
23389		mediator complex subunit 13L
2339		farnesyltransferase, CAAX box, subunit alpha
23390		zDHHC palmitoyltransferase 17
23392		Ecm29 proteasome adaptor and scaffold
23394		activity dependent neuroprotector homeobox
23395		leucyl-tRNA synthetase 2, mitochondrial
23396		phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
23397		non-SMC condensin I complex subunit H
23398		peptidylprolyl isomerase domain and WD repeat containing 1
23399		CTD nuclear envelope phosphatase 1
23400		ATPase cation transporting 13A2
23401		FRAT regulator of WNT signaling pathway 2
23403		F-box protein 46
23404		exosome component 2
23405		dicer 1, ribonuclease III
23406		coactosin like F-actin binding protein 1
23408		sirtuin 5
23409		sirtuin 4
23410		sirtuin 3
23411		sirtuin 1
23412		COMM domain containing 3
23413		neuronal calcium sensor 1
23414		zinc finger protein, FOG family member 2
23415		potassium voltage-gated channel subfamily H member 4
23416	Failed_23416	
23417		malonyl-CoA decarboxylase
23418		crumbs cell polarity complex component 1
2342		farnesyltransferase, CAAX box, subunit beta
23420		NODAL modulator 1
23421		integrin subunit beta 3 binding protein
23423		transmembrane p24 trafficking protein 3
23424		tudor domain containing 7
23426		glutamate receptor interacting protein 1
23428		solute carrier family 7 member 8
23430	Failed_23430	
23431		adaptor related protein complex 4 subunit epsilon 1
23432		G protein-coupled receptor 161
23433		ras homolog family member Q
23435		TAR DNA binding protein
23436		chymotrypsin like elastase 3B
23438		histidyl-tRNA synthetase 2, mitochondrial
23439		ATPase Na+/K+ transporting family member beta 4
23440		orthopedia homeobox
23443		solute carrier family 35 member A3
23446		solute carrier family 44 member 1
23450		splicing factor 3b subunit 3
23451		splicing factor 3b subunit 1
23452		angiopoietin like 2
23456	Failed_23456	
23457		ATP binding cassette subfamily B member 9
2346		folate hydrolase 1
23460		ATP binding cassette subfamily A member 6
23461		ATP binding cassette subfamily A member 5
23462	Failed_23462	
23463		isoprenylcysteine carboxyl methyltransferase
23464		glycine C-acetyltransferase
23466		chromobox 6
23467		neuronal pentraxin receptor
23468		chromobox 5
23469		PHD finger protein 3
23471		translocation associated membrane protein 1
23473		calpain 7
23474	Failed_23474	
23475		quinolinate phosphoribosyltransferase
23476		bromodomain containing 4
23478		SEC11 homolog A, signal peptidase complex subunit
23479		iron-sulfur cluster assembly enzyme
2348		folate receptor alpha
23480		SEC61 translocon subunit gamma
23481		pescadillo ribosomal biogenesis factor 1
23483		TDP-glucose 4,6-dehydratase
23484		leptin receptor overlapping transcript like 1
23491		carboxylesterase 3
23492		chromobox 7
23493		hes related family bHLH transcription factor with YRPW motif 2
23495		TNF receptor superfamily member 13B
23498		3-hydroxyanthranilate 3,4-dioxygenase
23499		microtubule actin crosslinking factor 1
2350		folate receptor beta
23500		dishevelled associated activator of morphogenesis 2
23503	Failed_23503	
23504		RIMS binding protein 2
23505		transmembrane protein 131
23506	Failed_23506	
23507		leucine rich repeat containing 8 VRAC subunit B
23508		tetratricopeptide repeat domain 9
23509	Failed_23509	
23510	Failed_23510	
23511		nucleoporin 188
23512		SUZ12 polycomb repressive complex 2 subunit
23513		scribble planar cell polarity protein
23514		scaffold protein involved in DNA repair
23515		MORC family CW-type zinc finger 3
23516		solute carrier family 39 member 14
23517		Mtr4 exosome RNA helicase
23518		R3H domain containing 1
23519		acidic nuclear phosphoprotein 32 family member D
2352		folate receptor gamma
23521	Failed_23521	
23522		lysine acetyltransferase 6B
23523		calcineurin binding protein 1
23524		serine/arginine repetitive matrix 2
23526		Rho GTPase activating protein 45
23527	Failed_23527	
23528		zinc finger protein 281
23529		cardiotrophin like cytokine factor 1
2353	Failed_2353	
23530		nicotinamide nucleotide transhydrogenase
23531		monocyte to macrophage differentiation associated
23532		PRAME nuclear receptor transcriptional regulator
23533		phosphoinositide-3-kinase regulatory subunit 5
23534		transportin 3
23536		adenosine deaminase tRNA specific 1
23539		solute carrier family 16 member 8
2354		FosB proto-oncogene, AP-1 transcription factor subunit
23541		SEC14 like lipid binding 2
23542		mitogen-activated protein kinase 8 interacting protein 2
23543		RNA binding fox-1 homolog 2
23544		seizure related 6 homolog like
23545		ATPase H+ transporting V0 subunit a2
23546	Failed_23546	
23547		leukocyte immunoglobulin like receptor A4
23548		tetratricopeptide repeat domain 33
23549		aspartyl aminopeptidase
2355		FOS like 2, AP-1 transcription factor subunit
23550		pleckstrin and Sec7 domain containing 4
23551		RASD family member 2
23552		cyclin dependent kinase 20
23553		hyaluronidase 4
23554	Failed_23554	
23555		tetraspanin 15
23556	Failed_23556	
23557		SNAP associated protein
23558		WW domain binding protein 2
23559		WW domain binding protein 1
2356		folylpolyglutamate synthase
23560		GTP binding protein 4
23562		claudin 14
23563		carbohydrate sulfotransferase 5
23564		DDAH family member 2, ADMA-independent
23566	Failed_23566	
23567		zinc finger protein 346
23568		ARF like GTPase 2 binding protein
23569		peptidyl arginine deiminase 4
2357		formyl peptide receptor 1
23576		dimethylarginine dimethylaminohydrolase 1
2358	Failed_2358	
23580		CDC42 effector protein 4
23581		caspase 14
23582		cyclin D1 binding protein 1
23583		single-strand-selective monofunctional uracil-DNA glycosylase 1
23584		V-set and immunoglobulin domain containing 2
23585		transmembrane protein 50A
23586		RNA sensor RIG-I
23587		elongator acetyltransferase complex subunit 5
23588	Failed_23588	
23589		calcium regulated heat stable protein 1
2359		formyl peptide receptor 3
23590		decaprenyl diphosphate synthase subunit 1
23592		LEM domain containing 3
23593		heme binding protein 2
23594		origin recognition complex subunit 6
23595		origin recognition complex subunit 3
23596		opsin 3
23597		acyl-CoA thioesterase 9
23598		POZ/BTB and AT hook containing zinc finger 1
23600		alpha-methylacyl-CoA racemase
23601	Failed_23601	
23603	Failed_23603	
23604		death associated protein kinase 2
